connectomeId,numOfEdges,edgeTypeName,neuronReceiver,neuronSender
842,1,syn,AVFL,AVHL
843,2,syn,AVFL,AVHR
844,6,syn,AVFL,HSNL
845,2,syn,AVFL,HSNR
846,1,syn,AVFL,VC05
847,1,syn,AVFR,AIML
848,2,syn,AVFR,AIMR
849,7,syn,AVFR,AVFL
850,3,syn,AVFR,AVHL
851,1,syn,AVFR,AVHR
852,1,syn,AVFR,AVJL
853,1,syn,AVFR,AVL
854,1,syn,AVFR,PVNL
855,1,syn,AVFR,PVQR
856,1,syn,AVFR,VC05
857,1,syn,AVG,PQR
858,5,syn,AVG,PHAL
859,3,syn,AVG,PHAR
860,2,syn,AVG,AVFL
861,1,syn,AVG,PVNL
862,1,syn,AVHL,PHAL
863,2,syn,AVHL,AIML
864,1,syn,AVHL,BDUL
865,1,syn,AVHL,BDUR
866,1,syn,AVHL,RIFR
867,2,syn,AVHL,AVFL
868,2,syn,AVHL,AVFR
869,1,syn,AVHL,AVHR
870,2,syn,AVHL,AVJL
871,3,syn,AVHL,PVPR
872,1,syn,AVHL,AVAL
873,1,syn,AVHR,PHAL
874,1,syn,AVHR,PHAR
875,1,syn,AVHR,PHCR
876,1,syn,AVHR,AIML
877,1,syn,AVHR,RIFL
878,4,syn,AVHR,AVFL
879,1,syn,AVHR,AVFR
880,1,syn,AVHR,AVHL
881,1,syn,AVHR,PVPL
882,1,syn,AVHR,VC04
883,1,syn,AVJL,ADLL
884,1,syn,AVJL,AQR
885,3,syn,AVJL,ADAR
886,1,syn,AVJL,AIML
887,2,syn,AVJL,BDUR
888,1,syn,AVJL,RIFR
889,1,syn,AVJL,RMGR
890,1,syn,AVJL,AVFL
891,2,syn,AVJL,AVFR
892,1,syn,AVJL,AVG
893,3,syn,AVJL,AVHL
894,1,syn,AVJL,AVJR
895,5,syn,AVJL,PVNL
896,4,syn,AVJL,PVNR
897,3,syn,AVJL,PVR
898,1,syn,AVJL,PVWL
899,3,syn,AVJL,PVCL
900,1,syn,AVJL,LUAL
901,1,syn,AVJL,RIMR
902,2,syn,AVJL,HSNL
903,1,syn,AVJL,HSNR
904,3,syn,AVJR,ADLL
905,2,syn,AVJR,ADLR
906,1,syn,AVJR,AVM
907,1,syn,AVJR,FLPR
908,1,syn,AVJR,URXL
909,1,syn,AVJR,ADER
910,5,syn,AVJR,ADAL
911,1,syn,AVJR,BDUL
912,2,syn,AVJR,RIFL
913,2,syn,AVJR,RIFR
914,1,syn,AVJR,AVFL
915,1,syn,AVJR,AVFR
916,4,syn,AVJR,AVHR
917,5,syn,AVJR,PVNL
918,1,syn,AVJR,PVNR
919,2,syn,AVJR,PVR
920,1,syn,AVJR,PVCL
921,1,syn,AVJR,LUAR
922,11,syn,AVKL,PVM
923,2,syn,AVKL,ADER
924,6,syn,AVKL,PDEL
925,16,syn,AVKL,PDER
926,4,syn,AVKL,RIGR
927,1,syn,AVKL,RIS
928,2,syn,AVKL,DVC
929,1,syn,AVKL,PVR
930,7,syn,AVKL,PVT
931,1,syn,AVKL,RIMR
932,1,syn,AVKL,RMDR
933,4,syn,AVKL,RMFL
934,3,syn,AVKL,RMFR
935,1,syn,AVKR,ADER
936,1,syn,AVKR,RICL
937,2,syn,AVKR,RIGL
938,1,syn,AVKR,RIGR
939,4,syn,AVKR,RIS
940,1,syn,AVKR,DVC
941,7,syn,AVKR,PVT
942,4,syn,AVKR,RMFL
943,3,syn,AVKR,RMFR
944,1,syn,AVL,ADEL
945,2,syn,AVL,RIS
946,1,syn,AVL,AVFL
947,1,syn,AVL,AVG
948,5,syn,AVL,DVB
949,2,syn,AVL,PVNL
950,2,syn,AVL,PVNR
951,4,syn,AVL,PVPR
952,1,syn,AVL,PVQR
953,2,syn,AVL,PVT
954,1,syn,AVL,PVCR
955,1,syn,AVL,AVBL
956,1,syn,AVL,HSNR
957,2,syn,AVL,VC01
958,1,syn,AVL,VC03
959,3,syn,DVA,PVM
960,5,syn,DVA,PLMR
961,1,syn,DVA,FLPL
962,1,syn,DVA,FLPR
963,3,syn,DVA,PVDR
964,24,syn,DVA,PDEL
965,35,syn,DVA,PDER
966,2,syn,DVA,PHAL
967,2,syn,DVA,PHAR
968,6,syn,DVA,PHCL
969,8,syn,DVA,PHCR
970,1,syn,DVA,AIZL
971,2,syn,DVA,AIZR
972,2,syn,DVA,RIR
973,3,syn,DVA,SDQR
974,1,syn,DVA,AVKL
975,1,syn,DVA,PVR
976,4,syn,DVA,PVCL
977,1,syn,DVA,VB01
978,1,syn,DVC,RIGL
979,3,syn,DVC,DVB
980,2,syn,DVC,PVPR
981,1,syn,DVC,PVQR
982,2,syn,DVC,PVT
983,1,syn,DVC,AVDR
984,1,syn,DVC,VC01
985,1,syn,DVC,VC02
986,1,syn,DVC,VC03
987,2,syn,DVC,VC05
988,1,syn,PVNL,AVM
989,1,syn,PVNL,PQR
990,2,syn,PVNL,BDUL
991,4,syn,PVNL,BDUR
992,2,syn,PVNL,AVFL
993,1,syn,PVNL,AVHR
994,1,syn,PVNL,PVNR
995,1,syn,PVNL,LUAL
996,1,syn,PVNR,AIMR
997,2,syn,PVNR,BDUL
998,1,syn,PVNR,BDUR
999,2,syn,PVNR,AVG
1000,1,syn,PVNR,AVJL
1001,5,syn,PVNR,PVNL
1002,1,syn,PVNR,AVBL
1003,1,syn,PVNR,PDA
1004,2,syn,PVNR,VA11
1005,2,syn,PVNR,HSNR
1006,1,syn,PVNR,VC03
1007,1,syn,PVPL,AQR
1008,3,syn,PVPL,RIFL
1009,1,syn,PVPL,RIR
1010,3,syn,PVPL,AVHR
1011,2,syn,PVPL,DVB
1012,1,syn,PVPR,ADFR
1013,1,syn,PVPR,ASHR
1014,4,syn,PVPR,RIFR
1015,1,syn,PVPR,AVG
1016,2,syn,PVPR,AVHL
1017,1,syn,PVPR,AVL
1018,1,syn,PVPR,VC03
1019,14,syn,PVQL,ASJL
1020,2,syn,PVQL,PHAL
1021,2,syn,PVQL,PHAR
1022,1,syn,PVQL,AIML
1023,1,syn,PVQL,AVFL
1024,1,syn,PVQL,AVFR
1025,1,syn,PVQL,AVHL
1026,1,syn,PVQL,AVKR
1027,13,syn,PVQR,ASJR
1028,1,syn,PVQR,AVFL
1029,1,syn,PVQR,AVG
1030,2,syn,PVQR,AVHL
1031,1,syn,PVQR,AVJR
1032,1,syn,PVQR,PVPR
1033,1,syn,PVQR,HSNR
1034,1,syn,PVQR,VC02
1035,4,syn,PVQR,VC03
1036,1,syn,PVR,IL1DL
1037,3,syn,PVR,AVM
1038,1,syn,PVR,PVM
1039,1,syn,PVR,ADER
1040,2,syn,PVR,PDEL
1041,3,syn,PVR,DVA
1042,1,syn,PVR,PVCR
1043,1,syn,PVR,LUAR
1044,1,syn,PVR,SMDVL
1045,1,syn,PVT,AVG
1046,1,syn,PVT,DVC
1047,1,syn,PVT,PVNL
1048,2,syn,PVT,PVNR
1049,1,syn,PVT,PVQR
1050,2,syn,PVT,PVWL
1051,1,syn,PVT,PVWR
1052,1,syn,PVT,AVEL
1053,1,syn,PVT,RMFL
1054,1,syn,PVT,VA09
1055,1,syn,PVT,VB10
1056,2,syn,PVT,VC01
